target,maxn,floor,month,R,return_yen,profit_yen,roi_pct,head_rate_pct,hit_rate_pct,avg_n,avg_comp_odds
7.5,12,7.5,2026-04,3,0.0,-30000.0,0.0,33.33333333333333,0.0,2.6666666666666665,8.127648981718297
7.5,12,7.5,2026-05,3,77140.0,47140.0,257.1333333333333,33.33333333333333,33.33333333333333,2.3333333333333335,8.207470008325252
7.5,12,7.5,2026-06,4,0.0,-40000.0,0.0,50.0,0.0,2.5,8.191067192179048
7.5,12,8.0,2026-04,2,0.0,-20000.0,0.0,50.0,0.0,3.0,8.430011678557511
7.5,12,8.0,2026-05,2,0.0,-20000.0,0.0,0.0,0.0,2.5,8.44306476858544
7.5,12,8.0,2026-06,2,0.0,-20000.0,0.0,50.0,0.0,2.5,8.546308684341529
7.5,16,3.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.625,6.811897210441684
7.5,16,3.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,16,3.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
7.5,16,3.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.625,6.811897210441684
7.5,16,3.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,16,3.5,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
7.5,16,4.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.625,6.811897210441684
7.5,16,4.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,16,4.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
7.5,16,4.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.625,6.811897210441684
7.5,16,4.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,16,4.5,2026-06,14,0.0,-140000.0,0.0,35.714285714285715,0.0,2.5,6.96816943346567
7.5,16,5.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.625,6.811897210441684
7.5,16,5.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,16,5.0,2026-06,13,0.0,-130000.0,0.0,30.76923076923077,0.0,2.5384615384615383,7.147907163165458
7.5,16,5.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.6666666666666665,7.387393595818627
7.5,16,5.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,16,5.5,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
7.5,16,6.0,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.6666666666666665,7.387393595818627
7.5,16,6.0,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
7.5,16,6.0,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
7.5,16,6.5,2026-04,5,0.0,-50000.0,0.0,20.0,0.0,2.6,7.581153123375074
7.5,16,6.5,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
7.5,16,6.5,2026-06,10,0.0,-100000.0,0.0,30.0,0.0,2.5,7.513355914516133
7.5,16,7.0,2026-04,3,0.0,-30000.0,0.0,33.33333333333333,0.0,2.6666666666666665,8.127648981718297
7.5,16,7.0,2026-05,4,77140.0,37140.0,192.85,50.0,25.0,2.25,8.007031077672512
7.5,16,7.0,2026-06,8,0.0,-80000.0,0.0,37.5,0.0,2.5,7.7233639103260865
7.5,16,7.5,2026-04,3,0.0,-30000.0,0.0,33.33333333333333,0.0,2.6666666666666665,8.127648981718297
7.5,16,7.5,2026-05,3,77140.0,47140.0,257.1333333333333,33.33333333333333,33.33333333333333,2.3333333333333335,8.207470008325252
7.5,16,7.5,2026-06,4,0.0,-40000.0,0.0,50.0,0.0,2.5,8.191067192179048
7.5,16,8.0,2026-04,2,0.0,-20000.0,0.0,50.0,0.0,3.0,8.430011678557511
7.5,16,8.0,2026-05,2,0.0,-20000.0,0.0,0.0,0.0,2.5,8.44306476858544
7.5,16,8.0,2026-06,2,0.0,-20000.0,0.0,50.0,0.0,2.5,8.546308684341529
7.5,20,3.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.625,6.811897210441684
7.5,20,3.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,20,3.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
7.5,20,3.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.625,6.811897210441684
7.5,20,3.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,20,3.5,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
7.5,20,4.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.625,6.811897210441684
7.5,20,4.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,20,4.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
7.5,20,4.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.625,6.811897210441684
7.5,20,4.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,20,4.5,2026-06,14,0.0,-140000.0,0.0,35.714285714285715,0.0,2.5,6.96816943346567
7.5,20,5.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.625,6.811897210441684
7.5,20,5.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,20,5.0,2026-06,13,0.0,-130000.0,0.0,30.76923076923077,0.0,2.5384615384615383,7.147907163165458
7.5,20,5.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.6666666666666665,7.387393595818627
7.5,20,5.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
7.5,20,5.5,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
7.5,20,6.0,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.6666666666666665,7.387393595818627
7.5,20,6.0,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
7.5,20,6.0,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
7.5,20,6.5,2026-04,5,0.0,-50000.0,0.0,20.0,0.0,2.6,7.581153123375074
7.5,20,6.5,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
7.5,20,6.5,2026-06,10,0.0,-100000.0,0.0,30.0,0.0,2.5,7.513355914516133
7.5,20,7.0,2026-04,3,0.0,-30000.0,0.0,33.33333333333333,0.0,2.6666666666666665,8.127648981718297
7.5,20,7.0,2026-05,4,77140.0,37140.0,192.85,50.0,25.0,2.25,8.007031077672512
7.5,20,7.0,2026-06,8,0.0,-80000.0,0.0,37.5,0.0,2.5,7.7233639103260865
7.5,20,7.5,2026-04,3,0.0,-30000.0,0.0,33.33333333333333,0.0,2.6666666666666665,8.127648981718297
7.5,20,7.5,2026-05,3,77140.0,47140.0,257.1333333333333,33.33333333333333,33.33333333333333,2.3333333333333335,8.207470008325252
7.5,20,7.5,2026-06,4,0.0,-40000.0,0.0,50.0,0.0,2.5,8.191067192179048
7.5,20,8.0,2026-04,2,0.0,-20000.0,0.0,50.0,0.0,3.0,8.430011678557511
7.5,20,8.0,2026-05,2,0.0,-20000.0,0.0,0.0,0.0,2.5,8.44306476858544
7.5,20,8.0,2026-06,2,0.0,-20000.0,0.0,50.0,0.0,2.5,8.546308684341529
8.0,4,3.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,4,3.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,4,3.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,4,3.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,4,3.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,4,3.5,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,4,4.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,4,4.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,4,4.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,4,4.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,4,4.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,4,4.5,2026-06,14,0.0,-140000.0,0.0,35.714285714285715,0.0,2.5,6.96816943346567
8.0,4,5.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,4,5.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,4,5.0,2026-06,13,0.0,-130000.0,0.0,30.76923076923077,0.0,2.5384615384615383,7.147907163165458
8.0,4,5.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,4,5.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,4,5.5,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
8.0,4,6.0,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,4,6.0,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
8.0,4,6.0,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
8.0,4,6.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,4,6.5,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
8.0,4,6.5,2026-06,10,0.0,-100000.0,0.0,30.0,0.0,2.5,7.513355914516133
8.0,4,7.0,2026-04,4,0.0,-40000.0,0.0,25.0,0.0,2.5,8.245874477335555
8.0,4,7.0,2026-05,4,77140.0,37140.0,192.85,50.0,25.0,2.25,8.007031077672512
8.0,4,7.0,2026-06,8,0.0,-80000.0,0.0,37.5,0.0,2.5,7.7233639103260865
8.0,4,7.5,2026-04,4,0.0,-40000.0,0.0,25.0,0.0,2.5,8.245874477335555
8.0,4,7.5,2026-05,3,77140.0,47140.0,257.1333333333333,33.33333333333333,33.33333333333333,2.3333333333333335,8.207470008325252
8.0,4,7.5,2026-06,4,0.0,-40000.0,0.0,50.0,0.0,2.5,8.191067192179048
8.0,4,8.0,2026-04,3,0.0,-30000.0,0.0,33.33333333333333,0.0,2.6666666666666665,8.486858107100783
8.0,4,8.0,2026-05,2,0.0,-20000.0,0.0,0.0,0.0,2.5,8.44306476858544
8.0,4,8.0,2026-06,2,0.0,-20000.0,0.0,50.0,0.0,2.5,8.546308684341529
8.0,6,3.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,6,3.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,6,3.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,6,3.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,6,3.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,6,3.5,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,6,4.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,6,4.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,6,4.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,6,4.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,6,4.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,6,4.5,2026-06,14,0.0,-140000.0,0.0,35.714285714285715,0.0,2.5,6.96816943346567
8.0,6,5.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,6,5.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,6,5.0,2026-06,13,0.0,-130000.0,0.0,30.76923076923077,0.0,2.5384615384615383,7.147907163165458
8.0,6,5.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,6,5.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,6,5.5,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
8.0,6,6.0,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,6,6.0,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
8.0,6,6.0,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
8.0,6,6.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,6,6.5,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
8.0,6,6.5,2026-06,10,0.0,-100000.0,0.0,30.0,0.0,2.5,7.513355914516133
8.0,6,7.0,2026-04,4,0.0,-40000.0,0.0,25.0,0.0,2.5,8.245874477335555
8.0,6,7.0,2026-05,4,77140.0,37140.0,192.85,50.0,25.0,2.25,8.007031077672512
8.0,6,7.0,2026-06,8,0.0,-80000.0,0.0,37.5,0.0,2.5,7.7233639103260865
8.0,6,7.5,2026-04,4,0.0,-40000.0,0.0,25.0,0.0,2.5,8.245874477335555
8.0,6,7.5,2026-05,3,77140.0,47140.0,257.1333333333333,33.33333333333333,33.33333333333333,2.3333333333333335,8.207470008325252
8.0,6,7.5,2026-06,4,0.0,-40000.0,0.0,50.0,0.0,2.5,8.191067192179048
8.0,6,8.0,2026-04,3,0.0,-30000.0,0.0,33.33333333333333,0.0,2.6666666666666665,8.486858107100783
8.0,6,8.0,2026-05,2,0.0,-20000.0,0.0,0.0,0.0,2.5,8.44306476858544
8.0,6,8.0,2026-06,2,0.0,-20000.0,0.0,50.0,0.0,2.5,8.546308684341529
8.0,8,3.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,8,3.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,8,3.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,8,3.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,8,3.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,8,3.5,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,8,4.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,8,4.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,8,4.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,8,4.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,8,4.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,8,4.5,2026-06,14,0.0,-140000.0,0.0,35.714285714285715,0.0,2.5,6.96816943346567
8.0,8,5.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,8,5.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,8,5.0,2026-06,13,0.0,-130000.0,0.0,30.76923076923077,0.0,2.5384615384615383,7.147907163165458
8.0,8,5.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,8,5.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,8,5.5,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
8.0,8,6.0,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,8,6.0,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
8.0,8,6.0,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
8.0,8,6.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,8,6.5,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
8.0,8,6.5,2026-06,10,0.0,-100000.0,0.0,30.0,0.0,2.5,7.513355914516133
8.0,8,7.0,2026-04,4,0.0,-40000.0,0.0,25.0,0.0,2.5,8.245874477335555
8.0,8,7.0,2026-05,4,77140.0,37140.0,192.85,50.0,25.0,2.25,8.007031077672512
8.0,8,7.0,2026-06,8,0.0,-80000.0,0.0,37.5,0.0,2.5,7.7233639103260865
8.0,8,7.5,2026-04,4,0.0,-40000.0,0.0,25.0,0.0,2.5,8.245874477335555
8.0,8,7.5,2026-05,3,77140.0,47140.0,257.1333333333333,33.33333333333333,33.33333333333333,2.3333333333333335,8.207470008325252
8.0,8,7.5,2026-06,4,0.0,-40000.0,0.0,50.0,0.0,2.5,8.191067192179048
8.0,8,8.0,2026-04,3,0.0,-30000.0,0.0,33.33333333333333,0.0,2.6666666666666665,8.486858107100783
8.0,8,8.0,2026-05,2,0.0,-20000.0,0.0,0.0,0.0,2.5,8.44306476858544
8.0,8,8.0,2026-06,2,0.0,-20000.0,0.0,50.0,0.0,2.5,8.546308684341529
8.0,10,3.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,10,3.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,10,3.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,10,3.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,10,3.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,10,3.5,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,10,4.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,10,4.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,10,4.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,10,4.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,10,4.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,10,4.5,2026-06,14,0.0,-140000.0,0.0,35.714285714285715,0.0,2.5,6.96816943346567
8.0,10,5.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,10,5.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,10,5.0,2026-06,13,0.0,-130000.0,0.0,30.76923076923077,0.0,2.5384615384615383,7.147907163165458
8.0,10,5.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,10,5.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,10,5.5,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
8.0,10,6.0,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,10,6.0,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
8.0,10,6.0,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
8.0,10,6.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,10,6.5,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
8.0,10,6.5,2026-06,10,0.0,-100000.0,0.0,30.0,0.0,2.5,7.513355914516133
8.0,10,7.0,2026-04,4,0.0,-40000.0,0.0,25.0,0.0,2.5,8.245874477335555
8.0,10,7.0,2026-05,4,77140.0,37140.0,192.85,50.0,25.0,2.25,8.007031077672512
8.0,10,7.0,2026-06,8,0.0,-80000.0,0.0,37.5,0.0,2.5,7.7233639103260865
8.0,10,7.5,2026-04,4,0.0,-40000.0,0.0,25.0,0.0,2.5,8.245874477335555
8.0,10,7.5,2026-05,3,77140.0,47140.0,257.1333333333333,33.33333333333333,33.33333333333333,2.3333333333333335,8.207470008325252
8.0,10,7.5,2026-06,4,0.0,-40000.0,0.0,50.0,0.0,2.5,8.191067192179048
8.0,10,8.0,2026-04,3,0.0,-30000.0,0.0,33.33333333333333,0.0,2.6666666666666665,8.486858107100783
8.0,10,8.0,2026-05,2,0.0,-20000.0,0.0,0.0,0.0,2.5,8.44306476858544
8.0,10,8.0,2026-06,2,0.0,-20000.0,0.0,50.0,0.0,2.5,8.546308684341529
8.0,12,3.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,12,3.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,12,3.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,12,3.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,12,3.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,12,3.5,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,12,4.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,12,4.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,12,4.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,12,4.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,12,4.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,12,4.5,2026-06,14,0.0,-140000.0,0.0,35.714285714285715,0.0,2.5,6.96816943346567
8.0,12,5.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,12,5.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,12,5.0,2026-06,13,0.0,-130000.0,0.0,30.76923076923077,0.0,2.5384615384615383,7.147907163165458
8.0,12,5.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,12,5.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,12,5.5,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
8.0,12,6.0,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,12,6.0,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
8.0,12,6.0,2026-06,12,0.0,-120000.0,0.0,25.0,0.0,2.5833333333333335,7.302246648984802
8.0,12,6.5,2026-04,6,0.0,-60000.0,0.0,16.666666666666664,0.0,2.5,7.75105276351045
8.0,12,6.5,2026-05,5,144190.0,94190.0,288.38,60.0,40.0,2.4,7.752262388107733
8.0,12,6.5,2026-06,10,0.0,-100000.0,0.0,30.0,0.0,2.5,7.513355914516133
8.0,12,7.0,2026-04,4,0.0,-40000.0,0.0,25.0,0.0,2.5,8.245874477335555
8.0,12,7.0,2026-05,4,77140.0,37140.0,192.85,50.0,25.0,2.25,8.007031077672512
8.0,12,7.0,2026-06,8,0.0,-80000.0,0.0,37.5,0.0,2.5,7.7233639103260865
8.0,12,7.5,2026-04,4,0.0,-40000.0,0.0,25.0,0.0,2.5,8.245874477335555
8.0,12,7.5,2026-05,3,77140.0,47140.0,257.1333333333333,33.33333333333333,33.33333333333333,2.3333333333333335,8.207470008325252
8.0,12,7.5,2026-06,4,0.0,-40000.0,0.0,50.0,0.0,2.5,8.191067192179048
8.0,12,8.0,2026-04,3,0.0,-30000.0,0.0,33.33333333333333,0.0,2.6666666666666665,8.486858107100783
8.0,12,8.0,2026-05,2,0.0,-20000.0,0.0,0.0,0.0,2.5,8.44306476858544
8.0,12,8.0,2026-06,2,0.0,-20000.0,0.0,50.0,0.0,2.5,8.546308684341529
8.0,16,3.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,16,3.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,16,3.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,16,3.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,16,3.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,16,3.5,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,16,4.0,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,16,4.0,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
8.0,16,4.0,2026-06,15,0.0,-150000.0,0.0,33.33333333333333,0.0,2.466666666666667,6.798456265242117
8.0,16,4.5,2026-04,8,0.0,-80000.0,0.0,12.5,0.0,2.5,7.084641586210552
8.0,16,4.5,2026-05,6,144190.0,84190.0,240.31666666666666,50.0,33.33333333333333,2.3333333333333335,7.443095369085209
